rating_id,user_id,movie_id,rating,timestamp
173,6,1284120,5,2024-08-29T19:48:53
172,6,614917,5,2024-09-23T18:48:02
181,6,1579,3,2024-09-28T22:22:45
162,6,637649,3,2024-11-15T11:39:15
166,6,75674,5,2025-01-01T03:21:58
164,6,256917,4,2025-06-01T18:28:25
150,6,857,5,2025-06-10T03:12:40
176,6,466420,5,2025-07-18T00:49:02
157,6,676,4,2025-07-23T01:18:36
183,6,1196946,4,2025-07-27T12:26:15
154,6,10734,4,2025-08-03T10:05:46
156,6,398818,4,2025-08-10T11:56:19
174,6,76758,4,2025-09-08T18:37:07
159,6,18240,5,2025-10-16T14:29:25
184,6,3175,4,2025-10-19T15:39:09
182,6,613,4,2025-11-04T09:32:43
160,6,387,4,2025-11-06T08:44:36
178,6,912726,4,2025-11-30T02:26:38
169,6,1078023,2,2025-12-03T06:14:50
179,6,42272,3,2025-12-06T22:18:21
153,6,659,4,2025-12-16T20:28:11
151,6,68734,4,2025-12-25T11:00:21
152,6,1034716,4,2025-12-31T22:12:07
167,6,24973,4,2026-02-21T12:09:05
175,6,231164,3,2026-03-10T22:38:25
161,6,1014590,2,2026-04-13T10:29:58
208,7,11969,4,2024-01-23T22:08:12
201,7,9562,4,2024-02-21T20:02:08
203,7,1340110,4,2024-03-28T03:48:37
205,7,718821,4,2024-06-12T15:27:58
200,7,530254,5,2024-06-20T10:25:58
192,7,1154538,4,2024-07-20T02:34:56
193,7,558,4,2024-08-13T22:53:10
204,7,994108,3,2024-08-25T03:44:41
188,7,68726,3,2024-10-17T12:07:46
197,7,458305,4,2024-12-04T07:08:24
187,7,140420,2,2025-01-01T22:18:54
186,7,57165,4,2025-02-06T03:51:21
199,7,262543,4,2025-05-21T20:38:58
194,7,10225,3,2025-07-02T18:21:39
190,7,322441,2,2025-07-11T01:07:18
185,7,431580,5,2025-07-12T23:00:45
202,7,13179,3,2025-08-04T01:12:07
207,7,131634,4,2025-09-11T21:48:24
189,7,1241982,4,2025-09-15T19:41:34
198,7,763215,4,2025-09-22T22:38:55
206,7,228326,5,2025-10-22T21:18:59
196,7,41446,2,2026-01-15T05:45:32
191,7,11970,5,2026-02-25T08:03:23
195,7,31867,2,2026-04-04T17:18:58
216,8,10528,5,2024-02-10T03:50:35
229,8,36955,3,2024-02-14T20:31:04
221,8,205587,3,2024-03-05T10:12:36
238,8,385103,4,2024-03-11T17:28:47
226,8,294254,1,2024-06-03T11:26:11
214,8,38700,5,2024-06-08T20:09:11
242,8,337170,4,2024-06-25T20:57:11
209,8,16007,2,2024-09-10T10:29:59
219,8,120445,2,2024-10-17T04:38:33
237,8,25602,5,2024-11-12T11:14:01
224,8,161,5,2024-11-16T06:45:49
222,8,39204,3,2025-02-01T00:21:23
241,8,2503,5,2025-02-19T10:43:37
236,8,85889,3,2025-02-24T07:57:45
211,8,70981,3,2025-03-20T23:09:09
228,8,9273,4,2025-05-12T23:45:10
225,8,204922,3,2025-05-16T13:03:18
232,8,77,3,2025-05-25T16:48:31
231,8,718930,4,2025-08-14T11:47:29
217,8,4970,4,2025-08-20T04:21:32
234,8,9959,3,2025-09-01T15:58:00
233,8,675319,1,2025-09-10T18:57:35
220,8,102463,3,2025-09-17T03:27:48
230,8,241863,4,2025-09-21T21:05:53
210,8,9535,3,2025-10-24T15:16:20
239,8,8078,3,2025-10-27T15:37:15
240,8,252,5,2025-11-07T23:18:34
223,8,5174,4,2025-11-17T18:24:09
227,8,536437,3,2025-11-29T16:29:51
212,8,882569,5,2026-01-09T11:17:04
213,8,101,5,2026-03-05T20:03:48
243,8,461130,5,2026-03-09T13:34:27
235,8,15371,4,2026-03-15T03:13:26
215,8,632727,4,2026-03-20T17:43:24
218,8,1013482,2,2026-04-17T22:05:59
256,9,9806,3,2024-02-10T19:02:26
249,9,1433680,4,2024-02-11T17:02:47
257,9,7485,5,2024-05-18T05:13:16
252,9,522925,3,2024-05-24T09:34:25
247,9,2253,3,2024-06-24T08:20:05
246,9,853,4,2024-07-20T05:41:30
251,9,753342,3,2024-08-04T03:07:37
255,9,1957,3,2024-08-19T12:13:50
258,9,296096,3,2024-09-03T01:14:18
250,9,1291659,4,2024-11-16T03:19:01
245,9,438799,3,2025-01-29T23:34:03
253,9,499932,4,2025-06-20T13:25:32
244,9,119159,2,2025-11-15T22:35:04
254,9,45269,4,2026-04-21T06:45:04
248,9,1060060,2,2026-04-22T03:58:21
277,10,896536,4,2024-02-01T04:43:40
294,10,534,3,2024-02-18T05:25:53
283,10,482321,3,2024-04-13T11:56:39
292,10,76418,4,2024-04-28T01:21:32
260,10,1571470,3,2024-06-03T11:19:34
274,10,1317088,3,2024-06-05T18:21:41
295,10,1357633,4,2024-06-25T07:45:25
302,10,558,4,2024-07-10T00:31:12
303,10,15691,4,2024-07-23T07:05:29
263,10,1130276,5,2024-07-30T22:48:02
298,10,861,5,2024-07-30T23:15:35
297,10,9340,5,2024-10-04T22:29:50
299,10,13183,4,2024-10-07T12:13:48
280,10,35019,5,2024-10-24T22:07:17
276,10,5255,3,2024-12-17T00:22:01
286,10,1076364,3,2024-12-21T22:48:30
275,10,10196,3,2024-12-27T07:48:50
300,10,518068,5,2025-01-03T10:03:51
281,10,667717,5,2025-01-15T21:28:16
271,10,707103,4,2025-02-14T22:22:12
268,10,837,3,2025-02-19T19:25:24
284,10,246,3,2025-02-23T11:53:33
272,10,85,2,2025-03-09T07:57:40
266,10,13475,5,2025-03-13T20:58:12
289,10,8456,2,2025-03-21T08:02:40
270,10,10588,3,2025-04-13T16:53:12
259,10,357405,4,2025-06-27T22:29:03
290,10,10140,3,2025-07-06T04:23:20
301,10,927,5,2025-08-02T01:13:25
262,10,2619,2,2025-08-04T03:21:58
261,10,360606,3,2025-10-06T00:05:50
265,10,340382,3,2025-11-12T01:28:59
267,10,135397,3,2025-11-28T12:37:22
264,10,379686,4,2025-12-03T02:42:42
293,10,430447,4,2025-12-17T02:24:28
273,10,1893,3,2025-12-28T23:29:43
288,10,431580,4,2026-01-08T15:33:32
279,10,399174,4,2026-01-15T18:41:06
287,10,338762,3,2026-02-24T01:33:30
296,10,9804,2,2026-02-27T23:33:52
282,10,6795,4,2026-03-02T04:27:26
285,10,49049,5,2026-04-05T07:19:32
291,10,383498,4,2026-04-10T17:28:26
278,10,1184918,4,2026-04-27T09:18:02
269,10,576784,4,2026-04-30T07:14:38
324,11,10771,3,2024-01-12T20:34:41
317,11,571055,3,2024-05-23T11:04:25
312,11,241697,3,2024-06-24T01:39:06
316,11,81,4,2024-06-24T02:02:41
330,11,438799,5,2024-08-11T15:33:54
325,11,118490,2,2024-09-05T06:18:26
308,11,1571470,2,2024-09-13T16:51:42
306,11,843269,2,2024-10-27T20:00:17
318,11,127533,4,2025-01-04T07:07:42
305,11,775996,5,2025-01-13T13:45:29
315,11,924482,5,2025-02-14T22:18:13
322,11,303857,4,2025-04-16T06:38:18
304,11,519465,3,2025-05-25T11:34:07
314,11,687259,4,2025-07-15T08:51:48
321,11,667,4,2025-07-25T02:16:28
310,11,970450,3,2025-08-06T19:08:14
311,11,1149504,4,2025-08-30T21:22:57
326,11,44048,4,2025-09-01T11:23:03
327,11,536115,3,2025-09-19T14:52:34
307,11,709,5,2025-10-31T15:45:50
320,11,11007,2,2025-11-16T21:24:58
313,11,559,4,2025-12-02T23:49:30
323,11,328595,4,2026-01-16T20:15:51
328,11,23685,3,2026-02-09T09:35:11
329,11,948549,3,2026-02-21T20:14:30
309,11,218043,1,2026-02-22T21:50:53
319,11,2309,3,2026-04-01T07:10:54
343,12,1214140,3,2024-02-13T18:52:56
352,12,44113,4,2024-02-23T19:09:43
350,12,314127,3,2024-05-02T22:25:11
348,12,491584,5,2024-05-09T16:50:38
345,12,9462,4,2024-06-19T09:12:55
347,12,672,3,2024-06-23T21:00:28
335,12,376004,4,2024-06-29T12:32:26
339,12,11171,4,2024-06-30T09:29:13
349,12,1266798,2,2024-08-16T05:32:51
336,12,374856,4,2024-09-19T19:27:36
337,12,10195,5,2024-10-12T03:58:22
340,12,17578,4,2024-10-25T18:16:52
342,12,39203,5,2024-11-14T21:01:57
344,12,19912,3,2025-01-20T02:37:43
331,12,1103857,3,2025-02-19T20:26:26
341,12,49017,3,2025-04-03T23:45:48
334,12,1480382,4,2025-05-13T04:35:02
338,12,105825,2,2025-05-18T19:09:57
353,12,1301421,1,2025-07-13T00:20:25
332,12,1196470,2,2025-10-01T19:53:52
333,12,59075,5,2026-01-16T10:05:16
351,12,1592,3,2026-02-14T07:26:15
346,12,244114,5,2026-04-11T09:16:55
362,13,1428862,3,2024-01-12T04:29:34
356,13,331482,5,2024-02-02T09:11:47
369,13,381288,3,2024-02-04T06:36:55
370,13,1241983,4,2024-04-03T18:31:00
357,13,204922,3,2024-07-27T04:36:19
367,13,997113,2,2024-08-24T11:10:50
361,13,37280,5,2024-09-08T02:26:58
377,13,938567,4,2024-10-23T08:55:47
368,13,11852,4,2024-11-24T21:22:43
373,13,374205,5,2025-01-01T09:19:44
376,13,153,4,2025-02-06T22:13:00
378,13,4349,4,2025-02-09T12:17:00
359,13,17457,3,2025-02-19T03:56:44
365,13,11007,3,2025-03-23T22:30:29
358,13,1252037,4,2025-05-29T20:02:00
354,13,1212855,4,2025-06-05T02:37:54
374,13,9277,3,2025-06-17T02:36:36
372,13,9767,3,2025-06-23T12:51:29
366,13,1376439,3,2025-08-31T03:46:23
355,13,1140498,4,2025-09-26T04:25:13
364,13,9620,5,2025-10-19T21:26:18
363,13,346698,4,2025-12-10T13:24:57
371,13,493529,4,2026-01-07T12:01:56
360,13,20762,5,2026-03-30T00:52:25
375,13,987573,3,2026-04-30T14:08:58
392,14,997204,4,2024-03-22T20:18:45
398,14,140607,4,2024-04-12T22:39:58
403,14,432301,3,2024-05-07T01:28:46
395,14,37430,4,2024-05-12T15:53:43
397,14,545742,4,2024-06-26T11:49:10
386,14,1321179,5,2024-08-01T08:12:11
402,14,1124,4,2024-08-15T06:04:15
405,14,800345,2,2024-08-26T03:22:48
412,14,24428,5,2024-08-28T12:38:36
396,14,320288,3,2024-10-06T17:48:35
410,14,15472,5,2024-10-18T16:49:28
409,14,315465,5,2024-12-17T18:47:11
387,14,1196946,2,2024-12-19T00:58:24
385,14,1114967,2,2024-12-21T19:13:06
401,14,277216,5,2025-03-03T11:35:05
399,14,1119449,3,2025-03-16T10:39:58
406,14,363343,4,2025-04-12T02:31:24
384,14,615173,3,2025-04-24T05:26:56
379,14,591120,4,2025-04-24T08:38:13
404,14,115782,4,2025-06-17T12:09:19
388,14,127533,4,2025-06-19T04:23:20
394,14,21506,4,2025-07-12T17:42:22
408,14,808,4,2025-08-01T09:46:59
380,14,38055,4,2025-08-08T06:57:59
381,14,736526,2,2025-08-11T23:45:23
407,14,10974,4,2025-09-01T05:51:58
414,14,415842,4,2025-09-14T18:37:51
400,14,5693,3,2025-09-19T17:40:19
391,14,1305781,2,2025-10-07T22:54:16
382,14,659,3,2025-10-22T05:39:43
415,14,1055432,5,2025-12-18T00:01:30
383,14,1542,4,2026-02-16T03:19:17
390,14,22954,4,2026-02-22T06:01:35
411,14,680,4,2026-02-24T20:53:38
413,14,73290,2,2026-04-07T16:59:33
393,14,1907,5,2026-04-16T11:38:34
389,14,749170,4,2026-04-27T23:58:25
431,15,346,4,2024-01-06T11:54:59
416,15,167,4,2024-01-24T23:22:20
436,15,49730,3,2024-06-08T06:15:59
433,15,23629,3,2024-07-19T00:08:17
417,15,1250,4,2024-11-11T08:11:00
430,15,820609,4,2024-12-17T18:34:28
420,15,539,5,2025-03-09T20:09:03
422,15,38199,4,2025-03-20T03:34:33
427,15,401981,3,2025-04-07T09:12:01
429,15,1271895,1,2025-05-07T19:25:00
423,15,201088,3,2025-08-11T02:18:24
421,15,132232,2,2025-09-19T23:12:26
418,15,8617,3,2025-10-09T02:54:05
419,15,92393,2,2025-10-10T15:55:26
426,15,11428,4,2025-10-14T07:18:21
428,15,1315772,2,2025-10-17T19:36:36
424,15,1470130,4,2025-12-05T07:28:08
435,15,1289893,4,2025-12-07T21:51:48
425,15,52451,3,2026-01-01T16:35:28
432,15,11474,2,2026-02-21T02:10:26
434,15,395992,3,2026-03-20T21:24:24
440,16,415,3,2024-01-02T05:50:03
448,16,458723,4,2024-03-06T09:41:34
437,16,59965,4,2024-04-27T11:17:42
454,16,13510,5,2024-07-04T15:09:38
439,16,424139,3,2024-07-07T05:56:07
456,16,615173,5,2024-07-20T12:14:59
445,16,27324,4,2024-09-22T07:26:22
450,16,819,4,2024-10-21T17:51:13
446,16,910371,3,2024-11-25T10:33:40
443,16,4771,3,2024-12-29T05:37:52
453,16,1265344,4,2025-04-14T02:55:14
438,16,82038,4,2025-05-24T03:37:32
449,16,2503,5,2025-05-27T09:26:43
455,16,166426,4,2025-10-01T08:46:01
444,16,1286185,2,2025-10-03T01:10:26
447,16,528549,5,2025-10-08T06:18:48
452,16,9696,4,2025-12-19T09:37:12
457,16,8470,4,2026-01-18T03:42:48
442,16,45612,5,2026-01-25T09:20:02
441,16,944,3,2026-02-15T20:37:46
451,16,64084,1,2026-03-02T14:46:18
462,17,1966,5,2024-01-07T12:03:52
486,17,601666,3,2024-02-13T22:13:45
480,17,8741,4,2024-02-15T00:41:00
469,17,399055,4,2024-02-20T06:04:08
487,17,11450,3,2024-04-16T08:04:03
479,17,1327862,4,2024-05-03T15:29:54
466,17,612845,5,2024-05-10T01:39:03
468,17,363343,4,2024-08-29T13:09:23
471,17,20762,5,2024-11-28T10:27:35
483,17,1252309,5,2024-12-06T08:53:35
475,17,88889,5,2025-01-04T18:37:38
476,17,1357449,4,2025-01-21T19:15:55
461,17,588108,4,2025-01-23T23:13:33
463,17,346685,3,2025-02-11T05:16:21
474,17,617653,3,2025-03-18T16:33:43
470,17,1029955,2,2025-04-24T02:13:34
473,17,9696,4,2025-05-04T21:22:54
477,17,284552,2,2025-05-28T10:34:16
485,17,783,4,2025-08-19T10:31:31
465,17,531876,2,2025-09-08T01:29:28
484,17,25626,3,2025-09-24T15:46:17
478,17,9453,3,2025-10-06T05:07:57
467,17,850165,4,2025-11-15T16:35:19
460,17,717586,4,2025-11-24T06:21:29
472,17,1325866,3,2025-12-03T03:41:41
464,17,522162,5,2025-12-09T17:25:28
459,17,760329,4,2025-12-23T06:44:00
482,17,16314,3,2025-12-29T20:43:22
458,17,116,4,2026-02-04T22:37:05
481,17,337170,4,2026-03-27T08:41:53
509,18,1323625,4,2024-01-25T04:24:52
508,18,911835,3,2024-01-27T14:26:41
496,18,406759,5,2024-02-14T05:00:44
503,18,10843,4,2024-02-16T23:10:53
500,18,1082195,3,2024-02-29T07:41:46
494,18,65754,5,2024-04-02T03:57:11
510,18,980477,5,2024-04-25T21:12:42
504,18,241697,3,2024-05-05T15:09:35
521,18,9992,3,2024-05-08T20:24:55
522,18,77,4,2024-07-25T02:09:32
491,18,76649,4,2024-08-27T11:00:11
515,18,1832,4,2024-10-14T06:18:43
507,18,309304,3,2024-10-15T07:44:22
492,18,8456,4,2024-10-16T08:58:03
498,18,944401,5,2024-10-19T07:57:30
512,18,88751,3,2024-11-11T17:40:47
517,18,70578,4,2024-11-26T07:11:32
531,18,167032,4,2024-12-27T14:24:58
489,18,346,5,2025-01-11T00:13:47
519,18,1244531,4,2025-01-24T06:13:31
490,18,254128,2,2025-02-09T00:09:00
525,18,1237082,4,2025-02-25T16:43:44
505,18,207768,4,2025-03-05T05:21:21
488,18,508883,4,2025-03-19T07:30:30
527,18,1271,5,2025-04-15T21:06:40
513,18,1041613,2,2025-04-20T23:42:07
529,18,329,5,2025-04-21T22:31:02
530,18,274693,3,2025-05-10T00:36:36
518,18,244536,2,2025-06-08T07:32:04
523,18,75612,4,2025-07-14T13:48:06
497,18,11335,2,2025-07-19T15:58:33
516,18,1646,3,2025-08-06T13:15:12
524,18,330483,4,2025-11-15T05:12:01
511,18,396535,2,2025-11-16T05:00:09
495,18,11967,3,2025-11-20T04:57:11
514,18,46529,3,2025-11-29T14:15:44
499,18,982843,3,2025-12-13T18:30:19
506,18,307663,3,2025-12-23T15:50:41
501,18,400160,3,2025-12-30T01:01:50
526,18,10283,2,2026-01-14T12:20:06
520,18,10796,4,2026-01-21T17:55:06
502,18,348350,4,2026-02-14T01:49:48
493,18,9354,4,2026-04-01T17:15:35
528,18,10640,3,2026-04-22T04:09:38
547,19,94047,4,2024-01-02T01:50:28
548,19,1148643,2,2024-01-05T20:20:43
537,19,1271,4,2024-01-14T11:42:57
553,19,281957,5,2024-05-14T02:43:08
533,19,262982,4,2024-05-23T07:45:45
556,19,1434973,4,2024-05-25T21:16:58
549,19,28211,3,2024-05-26T10:38:37
532,19,197,5,2024-07-18T12:15:00
542,19,44113,1,2024-07-20T16:05:14
543,19,944401,4,2024-09-09T04:12:53
554,19,1244531,2,2024-09-11T07:46:01
534,19,27945,4,2024-11-12T07:15:44
545,19,769,4,2024-11-24T17:58:56
540,19,12106,4,2025-02-02T01:05:38
551,19,912726,2,2025-02-08T17:52:35
550,19,177343,2,2025-03-10T06:53:22
544,19,273248,4,2025-05-17T19:14:58
546,19,127533,4,2025-06-15T06:57:32
539,19,1475490,3,2025-07-13T21:08:52
555,19,424488,4,2025-07-14T22:46:55
535,19,759584,3,2025-08-26T01:16:10
552,19,770906,4,2025-10-31T21:53:27
536,19,616,4,2026-01-13T09:05:16
538,19,68718,4,2026-04-27T15:36:27
541,19,781732,4,2026-05-01T07:07:04
569,20,1317672,1,2024-05-09T02:19:28
576,20,938090,5,2024-05-20T16:28:51
559,20,49046,4,2024-05-28T10:38:45
581,20,480530,5,2024-05-29T23:57:05
577,20,1327862,4,2024-08-30T10:52:12
578,20,10020,4,2024-10-04T01:15:23
568,20,1403737,5,2024-11-18T01:07:49
557,20,1219158,4,2024-12-30T13:40:55
561,20,336882,4,2025-01-21T17:20:52
579,20,509,4,2025-02-02T22:13:46
565,20,76025,5,2025-02-07T20:03:52
558,20,10997,4,2025-02-17T12:00:43
572,20,762975,5,2025-03-06T19:40:17
571,20,613504,4,2025-04-07T20:12:18
574,20,801688,3,2025-06-18T17:26:21
562,20,1267217,3,2025-07-02T13:39:32
573,20,19576,3,2025-07-29T18:17:58
567,20,546726,3,2025-08-05T20:12:39
575,20,287281,4,2025-09-11T22:55:40
564,20,1422,4,2025-09-30T21:14:17
570,20,11216,5,2025-10-31T16:33:56
563,20,14817,3,2025-12-04T10:52:02
566,20,16119,5,2025-12-12T20:49:30
580,20,74465,5,2026-03-18T00:09:04
560,20,963261,1,2026-04-01T18:28:19
587,21,64682,5,2024-01-17T14:19:32
605,21,1289936,4,2024-02-06T18:09:20
594,21,58008,3,2024-03-15T05:16:23
584,21,11631,3,2024-03-24T11:57:49
602,21,44835,4,2024-04-21T17:14:05
606,21,11431,2,2024-04-24T22:27:23
611,21,68335,3,2024-06-08T07:56:08
597,21,1245347,5,2024-07-02T17:54:06
585,21,625450,4,2024-07-05T21:22:52
622,21,5759,4,2024-07-21T14:27:43
586,21,760329,3,2024-07-28T00:13:00
582,21,76,4,2024-08-09T01:50:32
601,21,1357449,5,2024-08-26T05:58:42
607,21,263115,5,2024-08-31T11:54:20
615,21,568160,4,2024-09-06T11:25:43
595,21,724106,3,2024-09-16T08:40:58
617,21,1263012,4,2024-09-18T15:29:54
621,21,483,4,2024-10-01T08:31:58
618,21,10020,4,2024-10-18T00:27:11
583,21,3580,5,2024-11-21T18:48:29
610,21,9476,4,2025-01-10T19:26:14
590,21,1241624,4,2025-02-17T18:22:52
604,21,613,3,2025-02-27T09:46:31
616,21,80295,2,2025-03-23T04:05:26
613,21,238,5,2025-04-29T12:16:24
609,21,207703,3,2025-06-14T00:53:38
598,21,9390,3,2025-06-17T20:54:52
600,21,54989,3,2025-06-23T10:06:55
592,21,38700,3,2025-06-25T19:09:42
599,21,927611,4,2025-08-15T03:39:45
603,21,820067,5,2025-09-20T11:12:58
619,21,1078605,3,2025-10-31T11:36:04
596,21,525661,3,2025-11-10T12:08:56
612,21,11522,3,2025-12-02T19:01:48
591,21,666277,4,2025-12-19T15:53:59
608,21,4347,5,2026-01-08T17:23:20
589,21,13346,2,2026-01-13T10:01:24
588,21,12090,3,2026-03-11T10:54:35
620,21,9386,4,2026-03-27T16:43:31
614,21,45269,5,2026-04-04T04:31:04
593,21,1261501,4,2026-04-16T03:56:45
637,22,10982,3,2024-03-01T12:44:15
639,22,882598,4,2024-09-21T05:22:31
632,22,40592,4,2024-11-15T06:25:24
624,22,13252,3,2024-12-20T04:14:58
625,22,32022,4,2025-01-22T21:09:53
634,22,5876,4,2025-02-22T23:22:17
627,22,3597,2,2025-03-03T14:14:18
628,22,275,5,2025-03-20T19:37:09
630,22,652837,5,2025-03-24T06:16:46
623,22,231164,4,2025-05-06T16:03:34
