interaction_id,user_id,movie_id,movie_title,interaction_type,rating,review_text,timestamp,device,user_archetype
122,3,76758,The Flowers of War,rating,4.0,,2025-01-16T19:45:22,android,classic_drama
98,3,1493020,7 Days in June,rating,3.0,,2025-01-24T22:57:11,android,classic_drama
104,3,10428,Hackers,rating,4.0,,2025-01-30T04:28:23,android,classic_drama
117,3,1481126,Title Fight,rating,5.0,,2025-04-25T19:48:31,ios,classic_drama
115,3,967,Spartacus,rating,4.0,,2025-04-26T08:56:35,ios,classic_drama
121,3,12289,Red Cliff,rating,3.0,,2025-05-11T17:51:23,ios,classic_drama
95,3,423,The Pianist,rating,5.0,Liked the storyline and characters.,2025-05-24T17:46:34,android,classic_drama
96,3,9800,Philadelphia,rating,4.0,,2025-06-05T16:52:37,android,classic_drama
103,3,2253,Valkyrie,rating,3.0,,2025-07-07T17:21:44,ios,classic_drama
91,3,22538,Scott Pilgrim vs. the World,rating,3.0,,2025-07-15T12:25:06,android,classic_drama
112,3,345938,The Shack,watchlist,,,2025-08-08T00:56:02,ios,classic_drama
120,3,273248,The Hateful Eight,rating,5.0,,2025-08-23T07:01:01,ios,classic_drama
93,3,335,Once Upon a Time in the West,rating,4.0,Liked the storyline and characters.,2025-08-24T17:13:18,web,classic_drama
129,3,207,Dead Poets Society,rating,3.0,,2025-08-26T20:29:58,ios,classic_drama
108,3,2024,The Patriot,rating,3.0,,2025-09-07T20:33:38,android,classic_drama
113,3,17917,Oliver!,rating,2.0,,2025-09-13T16:05:17,android,classic_drama
132,3,8741,The Thin Red Line,rating,4.0,,2025-12-05T07:35:01,android,classic_drama
100,3,1579,Apocalypto,view,,,2025-12-09T16:56:08,ios,classic_drama
106,3,1351046,The Talent,rating,4.0,,2025-12-13T14:36:25,android,classic_drama
127,3,2057,Original Sin,rating,4.0,,2025-12-26T03:16:17,web,classic_drama
99,3,507076,Climax,rating,4.0,,2026-01-09T16:21:28,ios,classic_drama
102,3,216015,Fifty Shades of Grey,view,,,2026-02-05T09:40:36,android,classic_drama
94,3,1103437,Please Don't Feed the Children,rating,2.0,,2026-03-02T13:52:22,ios,classic_drama
118,3,74997,The Human Centipede 2 (Full Sequence),rating,4.0,,2026-03-23T06:14:34,web,classic_drama
107,3,606,Out of Africa,watchlist,,,2026-04-09T19:31:42,ios,classic_drama
119,3,228150,Fury,rating,3.0,,2026-04-14T01:55:28,android,classic_drama
146,4,1252428,Anaconda,rating,5.0,,2024-01-01T10:58:48,ios,sci_fi_fantasy
165,4,529203,The Croods: A New Age,review,,Strong film with good pacing.,2024-01-03T09:05:08,ios,sci_fi_fantasy
151,4,9595,Hot Shots!,rating,3.0,,2024-01-05T19:50:15,ios,sci_fi_fantasy
134,4,1265,Bridge to Terabithia,watchlist,,,2024-04-18T19:34:40,android,sci_fi_fantasy
140,4,1056444,The Colors Within,rating,3.0,,2024-05-01T06:05:47,ios,sci_fi_fantasy
166,4,1946,eXistenZ,rating,4.0,Liked the storyline and characters.,2024-05-07T16:27:56,ios,sci_fi_fantasy
168,4,24428,The Avengers,rating,5.0,Liked the storyline and characters.,2024-07-19T04:44:53,android,sci_fi_fantasy
155,4,585245,Clifford the Big Red Dog,rating,5.0,,2024-10-03T07:25:57,android,sci_fi_fantasy
147,4,278154,Ice Age: Collision Course,review,5.0,Strong film with good pacing.,2024-10-15T12:37:15,android,sci_fi_fantasy
169,4,1280282,Gabby's Dollhouse: The Movie,rating,5.0,,2024-10-16T14:53:22,web,sci_fi_fantasy
172,4,19576,One Piece: The Movie,rating,3.0,,2024-10-31T07:34:04,ios,sci_fi_fantasy
161,4,913001,The Imaginary,rating,4.0,Liked the storyline and characters.,2025-01-12T08:30:06,ios,sci_fi_fantasy
162,4,9804,Waterworld,rating,5.0,Liked the storyline and characters.,2025-01-15T01:15:38,web,sci_fi_fantasy
157,4,463821,The House with a Clock in Its Walls,rating,4.0,,2025-01-17T19:13:28,android,sci_fi_fantasy
167,4,296918,Arpeggio of Blue Steel -Ars Nova DC-,rating,4.0,,2025-01-26T04:54:12,ios,sci_fi_fantasy
153,4,70981,Prometheus,watchlist,,,2025-01-26T23:35:22,android,sci_fi_fantasy
137,4,137,Groundhog Day,watchlist,,,2025-02-05T10:34:12,android,sci_fi_fantasy
179,4,4349,The Kingdom,rating,3.0,,2025-02-10T06:59:19,android,sci_fi_fantasy
148,4,9885,Wolf Creek,rating,4.0,,2025-02-12T03:54:01,ios,sci_fi_fantasy
144,4,1576,Resident Evil,review,,Strong film with good pacing.,2025-02-27T23:55:46,android,sci_fi_fantasy
154,4,653346,Kingdom of the Planet of the Apes,rating,4.0,,2025-03-26T22:52:19,android,sci_fi_fantasy
142,4,504110,Miracle of Marcelino,rating,1.0,,2025-04-03T10:02:35,android,sci_fi_fantasy
138,4,639933,The Northman,rating,4.0,,2025-04-06T14:02:05,ios,sci_fi_fantasy
174,4,565770,Blue Beetle,watchlist,,,2025-05-01T07:32:50,ios,sci_fi_fantasy
145,4,157353,Transcendence,rating,3.0,,2025-05-03T07:28:09,web,sci_fi_fantasy
171,4,458723,Us,rating,4.0,,2025-05-18T15:27:51,android,sci_fi_fantasy
170,4,447273,Snow White,rating,2.0,,2025-06-13T16:37:56,ios,sci_fi_fantasy
141,4,34297,Inuyasha the Movie 4: Fire on the Mystic Island,view,,,2025-06-14T16:28:15,android,sci_fi_fantasy
158,4,110420,Wolf Children,rating,5.0,,2025-06-30T09:41:03,ios,sci_fi_fantasy
173,4,9620,Paycheck,rating,3.0,,2025-07-21T17:30:43,android,sci_fi_fantasy
149,4,406759,Moonfall,view,,,2025-07-22T02:38:36,ios,sci_fi_fantasy
159,4,603,The Matrix,rating,4.0,,2025-08-04T13:02:48,android,sci_fi_fantasy
139,4,400136,Resident Evil: Vendetta,review,5.0,Strong film with good pacing.,2025-08-07T15:14:14,android,sci_fi_fantasy
178,4,9374,Death Becomes Her,rating,4.0,,2025-09-17T19:29:01,android,sci_fi_fantasy
177,4,1495,Kingdom of Heaven,rating,4.0,Liked the storyline and characters.,2025-10-04T12:17:41,android,sci_fi_fantasy
175,4,64682,The Great Gatsby,rating,4.0,,2025-10-09T16:14:54,ios,sci_fi_fantasy
164,4,102463,Ricky 6,watchlist,,,2025-10-16T02:55:07,android,sci_fi_fantasy
135,4,1290879,The Woman in Cabin 10,rating,3.0,,2025-10-22T01:08:33,ios,sci_fi_fantasy
143,4,408,Snow White and the Seven Dwarfs,watchlist,,,2025-11-05T14:53:37,ios,sci_fi_fantasy
160,4,569947,Kung Fu Monster,rating,3.0,,2025-11-09T15:49:40,android,sci_fi_fantasy
152,4,1280450,Stolen Girl,rating,4.0,Liked the storyline and characters.,2025-11-21T17:12:32,ios,sci_fi_fantasy
163,4,13207,Friday the 13th,rating,3.0,,2025-12-11T07:12:17,ios,sci_fi_fantasy
176,4,42360,Inuyasha the Movie: Affections Touching Across Time,watchlist,,,2026-02-02T05:52:29,android,sci_fi_fantasy
136,4,1357633,Solo Leveling -ReAwakening-,review,3.0,"Decent, but not memorable.",2026-02-26T23:27:57,ios,sci_fi_fantasy
156,4,126889,Alien: Covenant,review,3.0,"Decent, but not memorable.",2026-03-01T01:18:35,android,sci_fi_fantasy
150,4,1451398,Re/Member: The Last Night,rating,2.0,,2026-05-01T21:51:26,ios,sci_fi_fantasy
198,5,573730,Made in Abyss: Dawn of the Deep Soul,rating,5.0,,2024-01-11T05:23:19,android,horror_thriller
184,5,414906,The Batman,rating,5.0,,2024-01-18T00:36:11,ios,horror_thriller
191,5,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",rating,4.0,,2024-02-03T01:01:21,android,horror_thriller
190,5,447332,A Quiet Place,rating,5.0,,2024-05-01T07:24:48,web,horror_thriller
199,5,447365,Guardians of the Galaxy Vol. 3,rating,5.0,,2024-06-15T07:36:53,ios,horror_thriller
209,5,214,Saw III,rating,5.0,,2024-09-29T23:53:20,ios,horror_thriller
189,5,1316147,Grand Prix of Europe,view,,,2024-10-13T19:19:32,android,horror_thriller
185,5,1597,Meet the Parents,rating,4.0,,2024-10-14T23:46:58,android,horror_thriller
188,5,9276,The Faculty,rating,3.0,,2024-11-19T19:34:22,ios,horror_thriller
205,5,1290159,A House of Dynamite,rating,4.0,,2024-11-29T06:12:25,web,horror_thriller
203,5,4232,Scream,view,,,2025-01-02T23:22:14,android,horror_thriller
208,5,838209,Exhuma,rating,2.0,,2025-01-25T20:40:03,web,horror_thriller
202,5,10774,Network,rating,3.0,,2025-02-06T06:54:41,web,horror_thriller
196,5,4176,Murder on the Orient Express,view,,,2025-02-28T00:34:50,android,horror_thriller
182,5,288,High Noon,watchlist,,,2025-03-06T19:11:17,ios,horror_thriller
195,5,700,Octopussy,rating,3.0,,2025-03-22T16:25:28,android,horror_thriller
200,5,944,Lethal Weapon 4,watchlist,,,2025-05-02T16:56:09,ios,horror_thriller
204,5,58857,13 Assassins,rating,5.0,,2025-05-07T04:27:22,ios,horror_thriller
206,5,9732,The Lion King II: Simba's Pride,rating,4.0,,2025-05-14T13:15:17,web,horror_thriller
183,5,9477,King Arthur,review,4.0,Strong film with good pacing.,2025-06-18T13:22:56,ios,horror_thriller
181,5,29817,Fairy Tales,review,4.0,Strong film with good pacing.,2025-06-25T22:02:23,web,horror_thriller
207,5,458897,Charlie's Angels,rating,4.0,,2025-07-18T20:24:42,android,horror_thriller
180,5,2758,Addams Family Values,review,,"Decent, but not memorable.",2025-09-16T15:25:51,ios,horror_thriller
193,5,910371,Hell Dogs,rating,4.0,,2025-10-06T02:09:00,android,horror_thriller
197,5,241863,As the Gods Will,rating,4.0,,2025-12-02T14:14:44,web,horror_thriller
201,5,4944,Burn After Reading,watchlist,,,2025-12-13T12:01:44,android,horror_thriller
192,5,1304313,Lee Cronin's The Mummy,rating,1.0,,2025-12-18T14:38:49,ios,horror_thriller
194,5,440021,Happy Death Day,review,,Strong film with good pacing.,2025-12-28T21:35:48,android,horror_thriller
187,5,9326,Romancing the Stone,view,,,2026-01-25T09:41:16,ios,horror_thriller
186,5,524,Casino,rating,3.0,,2026-04-03T20:34:23,ios,horror_thriller
230,6,381284,Hidden Figures,rating,5.0,,2024-01-13T20:01:15,ios,classic_drama
210,6,531876,The Outpost,view,,,2024-02-13T22:29:55,ios,classic_drama
246,6,17809,Fist of Legend,rating,4.0,,2024-02-19T08:24:31,android,classic_drama
222,6,1209290,Justice League: Crisis on Infinite Earths Part Three,rating,3.0,,2024-02-20T01:02:05,android,classic_drama
218,6,1321179,The King's Warden,review,4.0,Strong film with good pacing.,2024-02-28T11:50:54,android,classic_drama
232,6,663712,Terrifier 2,rating,3.0,,2024-04-04T12:00:39,android,classic_drama
214,6,228150,Fury,watchlist,,,2024-04-08T02:18:03,ios,classic_drama
239,6,919207,12.12: The Day,view,,,2024-04-20T21:39:06,ios,classic_drama
238,6,105825,Erotic Ghost Story III,rating,4.0,,2024-06-06T10:53:57,android,classic_drama
250,6,44399,Blood and Sand,rating,2.0,,2024-06-12T22:15:16,android,classic_drama
235,6,783,Gandhi,rating,4.0,,2024-06-14T23:59:09,android,classic_drama
237,6,572154,Rascal Does Not Dream of a Dreaming Girl,rating,5.0,,2024-06-23T01:12:24,ios,classic_drama
213,6,515001,Jojo Rabbit,watchlist,,,2024-07-03T17:00:52,ios,classic_drama
241,6,1284120,The Ugly Stepsister,rating,5.0,,2024-08-29T19:48:53,android,classic_drama
240,6,614917,King Richard,rating,5.0,Liked the storyline and characters.,2024-09-23T18:48:02,android,classic_drama
251,6,1579,Apocalypto,rating,3.0,,2024-09-28T22:22:45,android,classic_drama
229,6,637649,Wrath of Man,rating,3.0,,2024-11-15T11:39:15,ios,classic_drama
233,6,75674,Act of Valor,rating,5.0,,2025-01-01T03:21:58,android,classic_drama
231,6,256917,The Water Diviner,rating,4.0,,2025-06-01T18:28:25,android,classic_drama
211,6,857,Saving Private Ryan,rating,5.0,,2025-06-10T03:12:40,android,classic_drama
221,6,438799,Overlord,watchlist,,,2025-06-20T18:30:33,ios,classic_drama
228,6,384680,Hostiles,watchlist,,,2025-06-22T05:53:35,ios,classic_drama
244,6,466420,Killers of the Flower Moon,rating,5.0,,2025-07-18T00:49:02,web,classic_drama
220,6,676,Pearl Harbor,rating,4.0,,2025-07-23T01:18:36,android,classic_drama
254,6,1196946,Ikkis,rating,4.0,Liked the storyline and characters.,2025-07-27T12:26:15,android,classic_drama
217,6,10734,Escape from Alcatraz,rating,4.0,,2025-08-03T10:05:46,android,classic_drama
219,6,398818,Call Me by Your Name,rating,4.0,,2025-08-10T11:56:19,android,classic_drama
242,6,76758,The Flowers of War,rating,4.0,Liked the storyline and characters.,2025-09-08T18:37:07,ios,classic_drama
247,6,7446,Tropic Thunder,watchlist,,,2025-10-07T08:37:57,ios,classic_drama
225,6,18240,The Proposal,rating,5.0,,2025-10-16T14:29:25,ios,classic_drama
256,6,3175,Barry Lyndon,rating,4.0,,2025-10-19T15:39:09,android,classic_drama
252,6,613,Downfall,rating,4.0,Liked the storyline and characters.,2025-11-04T09:32:43,android,classic_drama
226,6,387,Das Boot,rating,4.0,,2025-11-06T08:44:36,ios,classic_drama
253,6,44865,The Grandmaster,view,,,2025-11-07T01:12:33,android,classic_drama
248,6,912726,Rhinegold,rating,4.0,,2025-11-30T02:26:38,android,classic_drama
236,6,1078023,The King of Snipers,rating,2.0,,2025-12-03T06:14:50,android,classic_drama
249,6,42272,The Watch,rating,3.0,,2025-12-06T22:18:21,ios,classic_drama
216,6,659,The Tin Drum,rating,4.0,,2025-12-16T20:28:11,android,classic_drama
212,6,68734,Argo,rating,4.0,Liked the storyline and characters.,2025-12-25T11:00:21,android,classic_drama
224,6,264644,Room,watchlist,,,2025-12-26T21:22:48,android,classic_drama
215,6,1034716,People We Meet on Vacation,rating,4.0,,2025-12-31T22:12:07,web,classic_drama
255,6,205596,The Imitation Game,review,,"Decent, but not memorable.",2026-01-12T08:24:33,ios,classic_drama
223,6,300671,13 Hours: The Secret Soldiers of Benghazi,view,,,2026-01-25T00:30:22,android,classic_drama
257,6,11104,Chungking Express,view,,,2026-02-06T10:25:00,android,classic_drama
234,6,24973,The Egyptian,rating,4.0,,2026-02-21T12:09:05,android,classic_drama
243,6,231164,Sweet Whip,rating,3.0,,2026-03-10T22:38:25,android,classic_drama
245,6,760329,The Smashing Machine,watchlist,,,2026-04-06T20:31:26,ios,classic_drama
227,6,1014590,Upgraded,rating,2.0,,2026-04-13T10:29:58,android,classic_drama
289,7,11969,Tombstone,rating,4.0,,2024-01-23T22:08:12,ios,sci_fi_fantasy
260,7,1181107,The King of Kings,view,,,2024-02-01T12:08:52,android,sci_fi_fantasy
280,7,9562,Timeline,rating,4.0,,2024-02-21T20:02:08,ios,sci_fi_fantasy
282,7,1340110,Redux Redux,rating,4.0,,2024-03-28T03:48:37,android,sci_fi_fantasy
284,7,718821,Twisters,rating,4.0,,2024-06-12T15:27:58,ios,sci_fi_fantasy
279,7,530254,The Witch: Part 1. The Subversion,rating,5.0,,2024-06-20T10:25:58,ios,sci_fi_fantasy
270,7,1154538,Nirvanna the Band the Show the Movie,rating,4.0,,2024-07-20T02:34:56,ios,sci_fi_fantasy
272,7,558,Spider-Man 2,rating,4.0,Liked the storyline and characters.,2024-08-13T22:53:10,android,sci_fi_fantasy
283,7,994108,All of Us Strangers,rating,3.0,,2024-08-25T03:44:41,web,sci_fi_fantasy
265,7,68726,Pacific Rim,rating,3.0,,2024-10-17T12:07:46,android,sci_fi_fantasy
276,7,458305,Vivarium,rating,4.0,,2024-12-04T07:08:24,ios,sci_fi_fantasy
264,7,140420,Paperman,rating,2.0,,2025-01-01T22:18:54,android,sci_fi_fantasy
285,7,14069,The Girl Who Leapt Through Time,view,,,2025-01-22T07:54:56,android,sci_fi_fantasy
259,7,57165,Wrath of the Titans,rating,4.0,,2025-02-06T03:51:21,ios,sci_fi_fantasy
278,7,262543,Automata,review,4.0,Strong film with good pacing.,2025-05-21T20:38:58,ios,sci_fi_fantasy
273,7,10225,Jason Lives - Friday the 13th Part VI,rating,3.0,,2025-07-02T18:21:39,android,sci_fi_fantasy
268,7,322441,Dixie Dugan,review,2.0,"Decent, but not memorable.",2025-07-11T01:07:18,ios,sci_fi_fantasy
258,7,431580,Abominable,rating,5.0,Liked the storyline and characters.,2025-07-12T23:00:45,ios,sci_fi_fantasy
267,7,82702,How to Train Your Dragon 2,watchlist,,,2025-07-28T17:36:41,android,sci_fi_fantasy
281,7,13179,Tinker Bell,rating,3.0,,2025-08-04T01:12:07,ios,sci_fi_fantasy
288,7,131634,The Hunger Games: Mockingjay - Part 2,rating,4.0,,2025-09-11T21:48:24,android,sci_fi_fantasy
266,7,1241982,Moana 2,rating,4.0,,2025-09-15T19:41:34,web,sci_fi_fantasy
277,7,763215,Damsel,rating,4.0,,2025-09-22T22:38:55,ios,sci_fi_fantasy
286,7,228326,The Book of Life,rating,5.0,,2025-10-22T21:18:59,android,sci_fi_fantasy
261,7,526051,Look Away,watchlist,,,2025-11-30T03:51:12,android,sci_fi_fantasy
263,7,1213,The Talented Mr. Ripley,watchlist,,,2026-01-05T17:43:58,ios,sci_fi_fantasy
275,7,41446,Scream 4,rating,2.0,,2026-01-15T05:45:32,ios,sci_fi_fantasy
287,7,1271,300,watchlist,,,2026-01-29T03:32:45,android,sci_fi_fantasy
271,7,286217,The Martian,watchlist,,,2026-02-16T21:04:39,android,sci_fi_fantasy
269,7,11970,Hercules,rating,5.0,,2026-02-25T08:03:23,ios,sci_fi_fantasy
274,7,31867,Repo Men,rating,2.0,,2026-04-04T17:18:58,android,sci_fi_fantasy
262,7,10112,The Aristocats,view,,,2026-04-10T22:20:06,ios,sci_fi_fantasy
